run,subrun,filename,strict_status,channel,is_target_channel,nPulses_mean,nPulses_std,nPulses_median,occupancy,frac_dead,reference_nPulses_median_mean,reference_nPulses_median_raw_std,reference_nPulses_median_std_used,z_nPulses_median,abs_z_over_8,abs_z_over_15
2088,321,Digitizer_run2088_subrun321.csv,ALERT,39,False,1.421875,0.751816583086044,1.0,0.06458123107971746,0.0,1.0003672150411222,0.024982608411279122,0.024982608411279122,-0.014698827083102287,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,40,False,1.5769230769230769,0.8710181971974926,1.0,0.05247225025227043,0.0,1.006022326674499,0.07297308532531452,0.07297308532531452,-0.08252805329048929,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,41,False,1.4328358208955223,0.722451227189157,1.0,0.06760847628657922,0.0,1.0002937720329006,0.02423752800509203,0.02423752800509203,-0.012120544340944277,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,42,False,1.3076923076923077,0.6704852344015111,1.0,0.07870837537840565,0.0,1.0,0.0,1e-06,0.0,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,43,True,1.7333333333333334,0.8633970960424556,2.0,0.045408678102926335,0.0,1.0022036139268429,0.04364565066826379,0.04364565066826379,22.86130165997704,True,True
2088,321,Digitizer_run2088_subrun321.csv,ALERT,44,False,1.7246376811594204,1.0415494392690163,1.0,0.06962663975782038,0.0,1.0539726832133942,0.2197860877146835,0.2197860877146835,-0.24556915214514916,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,45,False,1.625,0.8997354108424374,1.0,0.06458123107971746,0.0,1.0055074166544273,0.07122645431928899,0.07122645431928899,-0.07732262832765856,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,46,False,1.3076923076923077,0.7483957200880788,1.0,0.06559031281533804,0.0,1.0010282021151597,0.035319597113300544,0.035319597113300544,-0.02911137722951408,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,47,False,1.3692307692307693,0.7409712960287069,1.0,0.06559031281533804,0.0,1.0,0.0,1e-06,0.0,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,48,False,1.5342465753424657,0.841833818193243,1.0,0.2209889001009082,0.0,1.0023498311058938,0.04917053611383658,0.04917053611383658,-0.0477894139785996,False,False
