event_id,channel,layer,supermodule,row,column,sideband_mean,sideband_rms,nPulses,pulseHeight_max,pulseHeight_min,pulseArea_max,pulseArea_min,pulseDuriation_max,pulseDuriation_min,TDC,TDCRollovers
evt_226,16,0,-1,1,3,1.84564,0.913829,1,-19.2082,-19.2082,540,540,99.99,99.99,7.5832e+09,0
evt_226,30,1,-1,4,1,-2.3454,2.55804,2,-1250.19,-76.8254,89036,2540,369.99,199.99,7.5832e+09,0
evt_226,31,1,-1,4,1,-0.742042,1.14402,3,-875.023,-15.9414,45380,231,387.49,59.99,7.5832e+09,0
evt_226,52,2,-1,3,1,0.387373,0.532357,2,-119.714,-50.2846,6653,1775,279.99,172.49,7.5832e+09,0
evt_226,53,2,-1,3,1,-0.343335,0.603689,1,-250.48,-250.48,14447,14447,334.99,334.99,7.5832e+09,0
evt_226,82,3,-1,2,2,7.05302,6.3439,1,-453.613,-453.613,21785,21785,367.49,367.49,7.5832e+09,0
evt_226,83,3,-1,2,2,2.41184,0.834877,1,-571.151,-571.151,25212,25212,314.99,314.99,7.5832e+09,0
evt_226,84,3,-1,3,2,-0.788731,0.90409,1,-544.43,-544.43,28527,28527,382.49,382.49,7.5832e+09,0
evt_226,85,3,-1,3,2,1.83705,0.662517,1,-338.026,-338.026,18356,18356,329.99,329.99,7.5832e+09,0
evt_227,3,0,-1,2,1,-5.36276,4.56794,2,-16.7016,-16.2026,285,172,84.99,57.49,7.60137e+09,0
evt_227,25,1,-1,1,1,1.95029,0.978361,1,-61.2342,-61.2342,2499,2499,199.99,199.99,7.60137e+09,0
evt_227,28,1,-1,3,1,8.29678,0.671201,1,-71.0642,-71.0642,2402,2402,174.99,174.99,7.60137e+09,0
evt_227,49,2,-1,1,1,0.166488,0.638581,1,-39.8063,-39.8063,1599,1599,169.99,169.99,7.60137e+09,0
evt_227,72,3,-1,1,1,-19.0392,0.883965,6,-25.9295,-15.7756,4674,439,637.49,82.49,7.60137e+09,0
evt_227,76,3,-1,3,1,-4.85855,1.54615,1,-15.5169,-15.5169,354,354,64.99,64.99,7.60137e+09,0
evt_227,82,3,-1,2,2,-11.458,5.75606,1,-27.2095,-27.2095,11875,11875,2507.49,2507.49,7.60137e+09,0
evt_227,93,3,-1,3,3,-7.35517,1.42431,3,-21.6158,-15.7071,1750,797,259.99,144.99,0,0
evt_228,36,1,-1,3,2,38.1363,1.06723,1,-34.6563,-34.6563,592,592,107.49,107.49,7.64152e+09,0
evt_228,52,2,-1,3,1,0.496453,0.859152,2,-1019.2,-66.1468,44285,2284,344.99,179.99,7.64152e+09,0
evt_228,53,2,-1,3,1,-6.61717,6.38276,2,-632.472,-27.0679,27235,625,329.99,109.99,7.64152e+09,0
evt_228,54,2,-1,4,1,3.549,1.05145,2,-485.018,-39.8424,20213,959,392.49,119.99,7.64152e+09,0
evt_228,55,2,-1,4,1,-4.50931,0.763639,2,-557.008,-28.3671,25086,777,337.49,122.49,7.64152e+09,0
evt_228,71,2,-1,4,3,-16.1412,0.609858,2,-16.7731,-16.5101,1772,1158,309.99,199.99,7.64152e+09,0
evt_228,82,3,-1,2,2,-7.90737,5.57911,7,-24.7648,-16.4315,1573,174,352.49,59.99,7.64152e+09,0
evt_228,93,3,-1,3,3,-9.68994,2.16601,4,-20.3206,-15.4022,1213,143,204.99,24.99,0,0
evt_229,36,1,-1,3,2,1.30734,0.826701,1,-301.149,-301.149,12972,12972,287.49,287.49,7.66207e+09,0
evt_229,37,1,-1,3,2,0.889397,0.798286,1,-356.05,-356.05,20349,20349,339.99,339.99,7.66207e+09,0
evt_229,56,2,-1,1,2,-19.0582,0.750355,1,-39.7688,-39.7688,18613,18613,2507.49,2507.49,7.66207e+09,0
evt_229,57,2,-1,1,2,1.61604,0.775679,1,-76.9269,-76.9269,400,400,64.99,64.99,7.66207e+09,0
evt_229,78,3,-1,4,1,4.73797,1.1741,2,-947.101,-34.4257,52508,1186,412.49,152.49,7.66207e+09,0
evt_229,79,3,-1,4,1,2.86413,0.966831,1,-740.506,-740.506,44353,44353,482.49,482.49,7.66207e+09,0
evt_230,24,1,-1,1,1,2.6745,0.711391,2,-1249.48,-67.6665,69202,2029,719.99,159.99,7.6892e+09,0
evt_230,25,1,-1,1,1,0.632077,0.7788,1,-1180.21,-1180.21,58893,58893,497.49,497.49,7.6892e+09,0
evt_230,60,2,-1,3,2,4.90396,0.91651,1,-44.2237,-44.2237,313,313,74.99,74.99,7.6892e+09,0
evt_230,61,2,-1,3,2,-1.47775,1.02769,1,-36.2409,-36.2409,299,299,72.49,72.49,7.6892e+09,0
evt_230,93,3,-1,3,3,-10.4764,2.17983,5,-42.8876,-16.1261,3554,624,519.99,112.49,0,0
evt_231,28,1,-1,3,1,-2.89147,0.962226,1,-370.924,-370.924,18665,18665,317.49,317.49,7.69194e+09,0
evt_231,29,1,-1,3,1,3.49107,1.8981,1,-158.753,-158.753,7168,7168,249.99,249.99,7.69194e+09,0
evt_231,54,2,-1,4,1,1.89933,0.860839,1,-27.1833,-27.1833,171,171,64.99,64.99,7.69194e+09,0
evt_231,61,2,-1,3,2,1.87946,0.612338,1,-137.974,-137.974,5989,5989,252.49,252.49,7.69194e+09,0
evt_231,71,2,-1,4,3,-7.6258,1.26406,4,-18.9469,-15.556,1168,434,177.49,79.99,7.69194e+09,0
evt_231,77,3,-1,3,1,0.732743,2.80445,1,-58.065,-58.065,2471,2471,214.99,214.99,7.69194e+09,0
evt_232,14,0,-1,4,2,11.2355,0.972966,2,-210.649,-38.5799,10502,1189,269.99,144.99,7.70422e+09,0
evt_232,15,0,-1,4,2,12.5513,1.1713,3,-110.867,-17.5743,3431,381,104.99,87.49,7.70422e+09,0
evt_232,25,1,-1,1,1,1.02009,0.788266,1,-43.9611,-43.9611,1564,1564,167.49,167.49,7.70422e+09,0
evt_232,48,2,-1,1,1,-0.992532,0.661278,2,-311.894,-81.8239,14517,3733,304.99,224.99,7.70422e+09,0
evt_232,49,2,-1,1,1,-1.429,0.821478,1,-304.35,-304.35,14667,14667,347.49,347.49,7.70422e+09,0
evt_232,58,2,-1,2,2,1.20206,0.935577,1,-47.4221,-47.4221,1921,1921,189.99,189.99,7.70422e+09,0
evt_232,71,2,-1,4,3,-22.6746,0.859405,1,-32.5583,-32.5583,25983,25983,2507.49,2507.49,7.70422e+09,0
evt_232,72,3,-1,1,1,7.00084,0.766539,1,-44.4076,-44.4076,2368,2368,217.49,217.49,7.70422e+09,0
evt_232,73,3,-1,1,1,0.760774,0.710569,1,-96.5363,-96.5363,3596,3596,199.99,199.99,7.70422e+09,0
evt_232,76,3,-1,3,1,0.97099,0.687273,1,-16.9989,-16.9989,544,544,97.49,97.49,7.70422e+09,0
evt_233,1,0,-1,1,1,6.92121,0.851487,1,-39.5759,-39.5759,1164,1164,137.49,137.49,7.70662e+09,0
evt_233,25,1,-1,1,1,-1.03565,0.871854,1,-22.457,-22.457,821,821,127.49,127.49,7.70662e+09,0
evt_233,72,3,-1,1,1,-21.2956,1.05821,4,-27.2499,-17.7667,11484,966,1662.49,169.99,7.70662e+09,0
evt_233,80,3,-1,1,2,-9.51831,1.03781,1,-18.8087,-18.8087,879,879,147.49,147.49,7.70662e+09,0
evt_233,82,3,-1,2,2,-17.0562,5.92375,1,-28.2564,-28.2564,13925,13925,2499.99,2499.99,7.70662e+09,0
evt_233,93,3,-1,3,3,-12.6855,0.782339,5,-25.1246,-17.461,3123,648,477.49,114.99,0,0
evt_234,10,0,-1,2,2,0.674097,0.939763,1,-606.798,-606.798,27531,27531,322.49,322.49,7.76692e+09,0
evt_234,11,0,-1,2,2,0.49299,0.954878,1,-956.326,-956.326,57680,57680,624.99,624.99,7.76692e+09,0
evt_234,18,0,-1,2,3,1.23209,1.02512,2,-1250.35,-42.891,97892,1286,434.99,157.49,7.76692e+09,0
evt_234,19,0,-1,2,3,0.807127,1.02617,3,-998.038,-28.0234,69137,547,389.99,104.99,7.76692e+09,0
evt_234,35,1,-1,2,2,6.60538,0.822715,4,-41.2895,-27.9839,1508,790,162.49,124.99,7.76692e+09,0
evt_234,49,2,-1,1,1,-1.14683,0.871876,1,-87.6117,-87.6117,1004,1004,84.99,84.99,7.76692e+09,0
evt_234,58,2,-1,2,2,-807.141,421.671,3,-1250.39,-32.4823,75427,873,389.99,127.49,7.76692e+09,0
evt_234,59,2,-1,2,2,-887.827,376.242,1,-1250.77,-1250.77,79153,79153,549.99,549.99,7.76692e+09,0
evt_234,81,3,-1,1,2,-66.9403,58.5817,1,-251.778,-251.778,11925,11925,297.49,297.49,7.76692e+09,0
evt_234,82,3,-1,2,2,-14.6067,5.77114,1,-31.5556,-31.5556,15025,15025,2489.99,2489.99,7.76692e+09,0
evt_234,87,3,-1,4,2,-4.90224,0.854655,2,-16.2414,-15.82,389,361,74.99,69.99,7.76692e+09,0
evt_234,93,3,-1,3,3,-4.33375,0.838449,4,-23.5984,-16.5058,3421,725,474.99,124.99,0,0
evt_235,24,1,-1,1,1,-120.372,18.7809,4,-125.015,-18.7202,8349,430,329.99,89.99,7.84003e+09,0
evt_235,25,1,-1,1,1,-122.089,33.7584,1,-74.5901,-74.5901,3433,3433,222.49,222.49,7.84003e+09,0
evt_235,55,2,-1,4,1,-18.9481,0.916383,1,-24.3999,-24.3999,18866,18866,2507.49,2507.49,7.84003e+09,0
evt_235,71,2,-1,4,3,-28.7639,0.694893,1,-30.65,-30.65,25624,25624,2507.49,2507.49,7.84003e+09,0
evt_235,72,3,-1,1,1,-15.0437,2.23117,4,-23.2281,-17.6897,3738,675,557.49,114.99,7.84003e+09,0
evt_235,78,3,-1,4,1,-9.51991,0.926054,1,-18.4145,-18.4145,615,615,117.49,117.49,7.84003e+09,0
evt_236,52,2,-1,3,1,-1.23082,0.779884,1,-39.0248,-39.0248,240,240,62.49,62.49,7.84245e+09,0
evt_236,53,2,-1,3,1,-3.24249,0.926801,1,-44.8569,-44.8569,238,238,59.99,59.99,7.84245e+09,0
evt_236,78,3,-1,4,1,-5.85822,1.59288,1,-18.3404,-18.3404,480,480,87.49,87.49,7.84245e+09,0
evt_236,93,3,-1,3,3,-8.55596,0.875818,1,-16.278,-16.278,390,390,72.49,72.49,0,0
evt_237,24,1,-1,1,1,0.135447,0.914741,1,-43.652,-43.652,1459,1459,157.49,157.49,7.84305e+09,0
evt_237,42,1,-1,2,3,33.2632,1.07543,1,-33.8492,-33.8492,776,776,124.99,124.99,7.84305e+09,0
evt_237,48,2,-1,1,1,-39.7196,15.0449,1,-66.9855,-66.9855,1749,1749,147.49,147.49,7.84305e+09,0
evt_237,72,3,-1,1,1,-22.609,1.02026,2,-26.4952,-23.2163,9211,6039,1309.99,824.99,7.84305e+09,0
evt_238,24,1,-1,1,1,-0.724845,0.904952,1,-65.6517,-65.6517,2844,2844,214.99,214.99,7.88037e+09,0
evt_238,26,1,-1,2,1,-4.15818,1.6048,2,-57.3403,-44.4902,2429,1941,207.49,184.99,7.88037e+09,0
evt_238,27,1,-1,2,1,2.29149,0.967584,1,-100.425,-100.425,4531,4531,252.49,252.49,7.88037e+09,0
evt_238,49,2,-1,1,1,-0.241785,0.704609,1,-55.0592,-55.0592,2622,2622,217.49,217.49,7.88037e+09,0
evt_238,55,2,-1,4,1,-8.28542,0.961704,4,-27.0813,-15.9448,3752,817,597.49,147.49,7.88037e+09,0
evt_238,62,2,-1,4,2,1.34381,0.651113,1,-53.9927,-53.9927,643,643,84.99,84.99,7.88037e+09,0
evt_238,71,2,-1,4,3,-4.16533,0.925984,3,-21.8484,-17.3118,4825,976,699.99,164.99,7.88037e+09,0
evt_238,78,3,-1,4,1,-0.84475,1.12538,1,-17.8428,-17.8428,662,662,119.99,119.99,7.88037e+09,0
