channel,feature,subrun605_value,subrun94_value,reference_mean,reference_std_pre_floor,reference_std_used,subrun605_z,subrun94_z,value_delta_605_minus_94,z_movement_605_minus_94,abs_z_movement,max_abs_z_across_pair,subrun605_over_z8,subrun94_over_z8,subrun605_method,subrun94_method,subrun605_if_score,subrun94_if_score,difference_rank_within_channel
3,nPulses_std,1.433379735027928,0.9020673423841917,1.372818650446854,0.3062914935171472,0.3062914935171472,0.1977236908725433,-1.5369388899999215,0.5313123926437363,1.7346625808724647,1.7346625808724647,1.5369388899999215,False,False,,,-0.6071,-0.4315,14
3,pulseArea_max_std,30692.711360622263,56218.7270683747,47292.03009331933,16629.045832642423,16629.045832642423,-0.998212338804972,0.5368135408907512,-25526.015707752435,-1.535025879695723,1.535025879695723,0.998212338804972,False,False,,,-0.6071,-0.4315,15
3,pulseDuriation_min_median,216.24,177.49,185.46730944338364,26.92677511584112,26.92677511584112,1.1428286686478353,-0.29625937042459094,38.75,1.439088039072426,1.439088039072426,1.1428286686478353,False,False,,,-0.6071,-0.4315,16
3,pulseHeight_min_median,-23.141199999999998,-45.8222,-52.094180922308894,16.803097991414564,16.803097991414564,1.7230739793996463,0.37326336640502367,22.681000000000004,1.3498106129946228,1.3498106129946228,1.7230739793996463,False,False,,,-0.6071,-0.4315,17
3,pulseArea_min_mean,8719.694444444445,15812.101449275362,14974.646237393068,5423.149317157848,5423.149317157848,-1.1533799693029114,0.15442230388765796,-7092.407004830917,-1.3078022731905694,1.3078022731905694,1.1533799693029114,False,False,,,-0.6071,-0.4315,18
3,pulseHeight_min_mean,-117.23640972222223,-158.16643333333332,-174.9883246967115,34.767801808957145,34.767801808957145,1.6610746716696587,0.483835344431939,40.93002361111108,1.1772393272377197,1.1772393272377197,1.6610746716696587,False,False,,,-0.6071,-0.4315,19
3,pulseHeight_min_std,202.74821939219515,243.94485037213275,245.28821851264846,35.15412383710732,35.15412383710732,-1.2100998254876072,-0.03821367150950582,-41.196630979937595,-1.1718861539781014,1.1718861539781014,1.2100998254876072,False,False,,,-0.6071,-0.4315,20
3,pulseArea_min_median,2106.5,1574.0,2201.742106036129,929.1850239875738,929.1850239875738,-0.10250068993514322,-0.6755835380796278,532.5,0.5730828481444845,0.5730828481444845,0.6755835380796278,False,False,,,-0.6071,-0.4315,21
3,nPulses_mean,1.7916666666666667,1.6666666666666667,1.822429963032282,0.22740251200286282,0.22740251200286282,-0.13528125126967802,-0.68496735147611,0.125,0.5496861002064319,0.5496861002064319,0.68496735147611,False,False,,,-0.6071,-0.4315,22
3,pulseArea_max_median,6658.0,8540.0,9555.26553091497,3466.6847798143676,3466.6847798143676,-0.8357453056548487,-0.2928635267984577,-1882.0,-0.5428817788563911,0.5428817788563911,0.8357453056548487,False,False,,,-0.6071,-0.4315,23
